position,predictions,duration_m,pred/actual,diff,"diff, %",diff^2,stand.deviation,z score,,MSE=,35.9118664174
7960,2.07,2.33,89%,-0.26,-11%,0.07,0.26,-0.86,,,
6625,6.90,7.75,89%,-0.86,-11%,0.74,0.86,0.05,,,
5402,5.55,6.24,89%,-0.70,-11%,0.48,0.70,-0.20,,,
4987,3.15,3.55,89%,-0.40,-11%,0.16,0.40,-0.65,,,
10804,5.54,6.24,89%,-0.70,-11%,0.49,0.70,-0.20,,,
8690,2.68,3.02,89%,-0.34,-11%,0.11,0.34,-0.74,,,
3970,14.85,16.72,89%,-1.88,-11%,3.52,1.88,1.54,,,
1083,2.36,2.66,89%,-0.30,-11%,0.09,0.30,-0.80,,,
5013,18.22,20.57,89%,-2.35,-11%,5.50,2.35,2.19,,,
8530,10.71,12.09,89%,-1.38,-11%,1.91,1.38,0.77,,,
5570,5.88,6.64,89%,-0.76,-11%,0.58,0.76,-0.14,,,
7871,5.55,6.28,88%,-0.72,-12%,0.52,0.72,-0.20,,,
11208,3.78,4.27,88%,-0.49,-12%,0.24,0.49,-0.53,,,
5248,7.78,8.81,88%,-1.02,-12%,1.04,1.02,0.22,,,
2093,13.45,15.21,88%,-1.77,-12%,3.12,1.77,1.29,,,
9182,10.44,11.83,88%,-1.38,-12%,1.92,1.38,0.73,,,
1908,7.48,8.48,88%,-0.99,-12%,0.99,0.99,0.17,,,
8777,7.69,8.71,88%,-1.02,-12%,1.04,1.02,0.21,,,
2747,12.43,14.09,88%,-1.66,-12%,2.76,1.66,1.11,,,
221,32.04,36.34,88%,-4.29,-12%,18.43,4.29,4.82,,,
10596,7.07,8.02,88%,-0.95,-12%,0.90,0.95,0.09,,,
1162,13.72,15.57,88%,-1.86,-12%,3.44,1.86,1.35,,,
3379,8.54,9.69,88%,-1.16,-12%,1.34,1.16,0.37,,,
6807,10.93,12.42,88%,-1.49,-12%,2.21,1.49,0.83,,,
11057,4.48,5.09,88%,-0.61,-12%,0.37,0.61,-0.40,,,
9870,7.00,7.95,88%,-0.95,-12%,0.91,0.95,0.08,,,
3493,4.83,5.49,88%,-0.66,-12%,0.44,0.66,-0.33,,,
2119,3.38,3.84,88%,-0.47,-12%,0.22,0.47,-0.61,,,
8766,12.03,13.70,88%,-1.67,-12%,2.78,1.67,1.04,,,
8795,6.26,7.13,88%,-0.87,-12%,0.76,0.87,-0.06,,,
3446,6.83,7.79,88%,-0.96,-12%,0.91,0.96,0.05,,,
10775,5.44,6.21,88%,-0.77,-12%,0.59,0.77,-0.21,,,
3859,12.64,14.42,88%,-1.78,-12%,3.18,1.78,1.16,,,
9579,41.67,47.57,88%,-5.90,-12%,34.86,5.90,6.69,,,
2122,6.59,7.52,88%,-0.93,-12%,0.87,0.93,0.01,,,
5900,3.02,3.45,88%,-0.43,-12%,0.19,0.43,-0.67,,,
8055,4.49,5.13,88%,-0.64,-12%,0.41,0.64,-0.39,,,
1365,5.58,6.37,88%,-0.80,-12%,0.63,0.80,-0.18,,,
11463,5.72,6.54,87%,-0.82,-13%,0.67,0.82,-0.16,,,
3721,7.93,9.07,87%,-1.14,-13%,1.30,1.14,0.27,,,
2985,8.27,9.46,87%,-1.19,-13%,1.41,1.19,0.33,,,
4140,2.99,3.42,87%,-0.43,-13%,0.19,0.43,-0.68,,,
8501,10.71,12.25,87%,-1.55,-13%,2.39,1.55,0.80,,,
5861,10.88,12.45,87%,-1.57,-13%,2.48,1.57,0.83,,,
3026,6.46,7.39,87%,-0.94,-13%,0.88,0.94,-0.01,,,
3591,2.12,2.43,87%,-0.31,-13%,0.10,0.31,-0.84,,,
7746,3.96,4.53,87%,-0.58,-13%,0.33,0.58,-0.49,,,
12354,8.40,9.63,87%,-1.23,-13%,1.50,1.23,0.36,,,
5271,5.62,6.44,87%,-0.82,-13%,0.68,0.82,-0.17,,,
2374,9.96,11.43,87%,-1.48,-13%,2.18,1.48,0.66,,,
3757,4.52,5.19,87%,-0.67,-13%,0.45,0.67,-0.38,,,
307,21.77,25.00,87%,-3.23,-13%,10.46,3.23,2.93,,,
8462,2.77,3.19,87%,-0.41,-13%,0.17,0.41,-0.71,,,
597,8.49,9.76,87%,-1.27,-13%,1.61,1.27,0.38,,,
12104,6.43,7.39,87%,-0.96,-13%,0.92,0.96,-0.01,,,
8603,11.43,13.14,87%,-1.72,-13%,2.94,1.72,0.95,,,
231,37.35,42.97,87%,-5.62,-13%,31.63,5.62,5.92,,,
1369,2.80,3.22,87%,-0.42,-13%,0.18,0.42,-0.71,,,
396,2.17,2.50,87%,-0.33,-13%,0.11,0.33,-0.83,,,
6120,4.36,5.03,87%,-0.67,-13%,0.45,0.67,-0.41,,,
6494,4.04,4.67,87%,-0.62,-13%,0.39,0.62,-0.47,,,
2237,8.54,9.86,87%,-1.32,-13%,1.74,1.32,0.40,,,
10073,3.93,4.53,87%,-0.61,-13%,0.37,0.61,-0.49,,,
8912,5.00,5.78,87%,-0.78,-13%,0.61,0.78,-0.28,,,
10680,10.75,12.42,87%,-1.67,-13%,2.80,1.67,0.83,,,
8676,6.28,7.26,86%,-0.98,-14%,0.96,0.98,-0.03,,,
12628,4.09,4.73,86%,-0.64,-14%,0.41,0.64,-0.46,,,
586,4.71,5.45,86%,-0.74,-14%,0.55,0.74,-0.34,,,
13155,6.55,7.59,86%,-1.04,-14%,1.08,1.04,0.02,,,
11967,2.41,2.79,86%,-0.38,-14%,0.15,0.38,-0.78,,,
4100,4.96,5.75,86%,-0.79,-14%,0.63,0.79,-0.29,,,
7325,7.36,8.54,86%,-1.18,-14%,1.40,1.18,0.18,,,
7371,2.09,2.43,86%,-0.34,-14%,0.11,0.34,-0.84,,,
9372,6.76,7.85,86%,-1.10,-14%,1.20,1.10,0.06,,,
3804,3.25,3.78,86%,-0.53,-14%,0.28,0.53,-0.62,,,
12369,10.18,11.86,86%,-1.68,-14%,2.83,1.68,0.73,,,
6395,9.66,11.27,86%,-1.61,-14%,2.61,1.61,0.63,,,
2305,28.31,33.05,86%,-4.74,-14%,22.46,4.74,4.27,,,
6816,12.13,14.16,86%,-2.03,-14%,4.13,2.03,1.12,,,
3681,5.45,6.37,86%,-0.92,-14%,0.85,0.92,-0.18,,,
7623,4.55,5.32,86%,-0.77,-14%,0.60,0.77,-0.36,,,
11640,7.60,8.90,85%,-1.30,-15%,1.70,1.30,0.24,,,
7537,5.78,6.77,85%,-0.99,-15%,0.98,0.99,-0.12,,,
8877,8.47,9.92,85%,-1.46,-15%,2.12,1.46,0.41,,,
7683,5.16,6.05,85%,-0.89,-15%,0.79,0.89,-0.24,,,
7613,13.28,15.57,85%,-2.29,-15%,5.26,2.29,1.35,,,
9217,5.18,6.08,85%,-0.90,-15%,0.81,0.90,-0.23,,,
2328,5.74,6.74,85%,-1.00,-15%,0.99,1.00,-0.12,,,
72,6.47,7.59,85%,-1.12,-15%,1.26,1.12,0.02,,,
9113,5.93,6.97,85%,-1.03,-15%,1.07,1.03,-0.08,,,
13156,5.90,6.93,85%,-1.03,-15%,1.06,1.03,-0.09,,,
2171,13.09,15.38,85%,-2.29,-15%,5.23,2.29,1.32,,,
11448,3.55,4.17,85%,-0.63,-15%,0.39,0.63,-0.55,,,
5277,9.18,10.81,85%,-1.63,-15%,2.65,1.63,0.56,,,
3588,10.90,12.85,85%,-1.95,-15%,3.79,1.95,0.90,,,
3029,6.07,7.16,85%,-1.09,-15%,1.19,1.09,-0.05,,,
11609,6.66,7.85,85%,-1.20,-15%,1.43,1.20,0.06,,,
11990,7.71,9.10,85%,-1.39,-15%,1.92,1.39,0.27,,,
2518,5.45,6.44,85%,-0.99,-15%,0.97,0.99,-0.17,,,
617,4.51,5.32,85%,-0.82,-15%,0.67,0.82,-0.36,,,
4712,5.67,6.70,85%,-1.03,-15%,1.06,1.03,-0.13,,,
2719,14.90,17.61,85%,-2.71,-15%,7.34,2.71,1.69,,,
3205,5.70,6.74,85%,-1.04,-15%,1.08,1.04,-0.12,,,
7985,3.42,4.04,85%,-0.62,-15%,0.39,0.62,-0.57,,,
7374,10.36,12.25,85%,-1.89,-15%,3.59,1.89,0.80,,,
2664,4.53,5.36,85%,-0.83,-15%,0.69,0.83,-0.35,,,
58,4.50,5.32,84%,-0.83,-16%,0.68,0.83,-0.36,,,
4544,5.24,6.21,84%,-0.97,-16%,0.94,0.97,-0.21,,,
12790,12.36,14.65,84%,-2.29,-16%,5.24,2.29,1.20,,,
9534,19.78,23.46,84%,-3.67,-16%,13.50,3.67,2.67,,,
447,4.68,5.55,84%,-0.87,-16%,0.76,0.87,-0.32,,,
10275,2.77,3.29,84%,-0.52,-16%,0.27,0.52,-0.70,,,
5908,9.17,10.87,84%,-1.71,-16%,2.92,1.71,0.57,,,
9474,4.54,5.39,84%,-0.85,-16%,0.72,0.85,-0.35,,,
8267,11.26,13.37,84%,-2.11,-16%,4.45,2.11,0.98,,,
11093,7.91,9.40,84%,-1.49,-16%,2.21,1.49,0.32,,,
7497,9.38,11.14,84%,-1.76,-16%,3.11,1.76,0.61,,,
13050,3.98,4.73,84%,-0.75,-16%,0.56,0.75,-0.46,,,
4909,5.11,6.08,84%,-0.96,-16%,0.93,0.96,-0.23,,,
8470,8.46,10.05,84%,-1.60,-16%,2.55,1.60,0.43,,,
6942,3.56,4.24,84%,-0.67,-16%,0.46,0.67,-0.54,,,
3505,5.66,6.74,84%,-1.07,-16%,1.15,1.07,-0.12,,,
10410,8.78,10.45,84%,-1.67,-16%,2.78,1.67,0.50,,,
1524,2.29,2.73,84%,-0.44,-16%,0.19,0.44,-0.79,,,
3399,3.95,4.70,84%,-0.75,-16%,0.56,0.75,-0.46,,,
8346,3.09,3.68,84%,-0.59,-16%,0.35,0.59,-0.63,,,
3226,23.41,27.93,84%,-4.52,-16%,20.40,4.52,3.41,,,
6091,5.01,5.98,84%,-0.97,-16%,0.94,0.97,-0.25,,,
967,6.96,8.31,84%,-1.35,-16%,1.83,1.35,0.14,,,
12289,11.91,14.23,84%,-2.32,-16%,5.39,2.32,1.13,,,
9644,4.65,5.55,84%,-0.91,-16%,0.82,0.91,-0.32,,,
2566,4.48,5.36,84%,-0.88,-16%,0.77,0.88,-0.35,,,
12165,2.91,3.48,84%,-0.57,-16%,0.33,0.57,-0.67,,,
6285,2.85,3.42,83%,-0.56,-17%,0.32,0.56,-0.68,,,
4198,5.13,6.14,83%,-1.02,-17%,1.04,1.02,-0.22,,,
7116,5.84,7.00,83%,-1.16,-17%,1.35,1.16,-0.08,,,
7352,4.85,5.82,83%,-0.97,-17%,0.93,0.97,-0.28,,,
12852,2.96,3.55,83%,-0.59,-17%,0.35,0.59,-0.65,,,
12482,13.31,15.97,83%,-2.66,-17%,7.08,2.66,1.42,,,
10862,15.27,18.40,83%,-3.12,-17%,9.76,3.12,1.82,,,
12342,2.94,3.55,83%,-0.61,-17%,0.37,0.61,-0.65,,,
12922,5.14,6.21,83%,-1.07,-17%,1.15,1.07,-0.21,,,
10501,3.72,4.50,83%,-0.78,-17%,0.61,0.78,-0.50,,,
4735,6.90,8.35,83%,-1.45,-17%,2.10,1.45,0.15,,,
12559,10.91,13.21,83%,-2.29,-17%,5.26,2.29,0.96,,,
11117,3.77,4.57,83%,-0.80,-17%,0.64,0.80,-0.48,,,
6877,4.39,5.32,82%,-0.93,-18%,0.87,0.93,-0.36,,,
4237,19.62,23.82,82%,-4.20,-18%,17.61,4.20,2.73,,,
11853,4.20,5.09,82%,-0.90,-18%,0.81,0.90,-0.40,,,
9665,5.46,6.64,82%,-1.17,-18%,1.38,1.17,-0.14,,,
7576,9.06,11.01,82%,-1.95,-18%,3.80,1.95,0.59,,,
12124,6.08,7.39,82%,-1.31,-18%,1.71,1.31,-0.01,,,
1540,3.59,4.37,82%,-0.78,-18%,0.60,0.78,-0.52,,,
4209,5.11,6.21,82%,-1.10,-18%,1.21,1.10,-0.21,,,
8651,4.73,5.75,82%,-1.02,-18%,1.05,1.02,-0.29,,,
4673,4.59,5.59,82%,-1.00,-18%,0.99,1.00,-0.31,,,
12833,3.29,4.01,82%,-0.72,-18%,0.51,0.72,-0.58,,,
4607,8.22,10.02,82%,-1.80,-18%,3.23,1.80,0.43,,,
4733,6.87,8.38,82%,-1.50,-18%,2.26,1.50,0.15,,,
11231,8.00,9.76,82%,-1.75,-18%,3.08,1.75,0.38,,,
1667,2.83,3.45,82%,-0.62,-18%,0.38,0.62,-0.67,,,
2410,5.95,7.26,82%,-1.31,-18%,1.72,1.31,-0.03,,,
1526,6.51,7.95,82%,-1.44,-18%,2.06,1.44,0.08,,,
3984,7.78,9.50,82%,-1.72,-18%,2.95,1.72,0.34,,,
9936,7.48,9.13,82%,-1.65,-18%,2.74,1.65,0.28,,,
8141,2.82,3.45,82%,-0.63,-18%,0.39,0.63,-0.67,,,
5089,4.38,5.36,82%,-0.97,-18%,0.95,0.97,-0.35,,,
3868,1.69,2.07,82%,-0.38,-18%,0.14,0.38,-0.90,,,
10692,4.14,5.06,82%,-0.92,-18%,0.85,0.92,-0.40,,,
3401,5.37,6.57,82%,-1.20,-18%,1.44,1.20,-0.15,,,
5904,6.47,7.92,82%,-1.45,-18%,2.09,1.45,0.07,,,
4524,3.92,4.80,82%,-0.88,-18%,0.77,0.88,-0.45,,,
4294,3.95,4.83,82%,-0.88,-18%,0.78,0.88,-0.44,,,
7430,13.93,17.05,82%,-3.12,-18%,9.75,3.12,1.60,,,
5742,4.64,5.68,82%,-1.04,-18%,1.08,1.04,-0.30,,,
12200,4.99,6.11,82%,-1.12,-18%,1.25,1.12,-0.23,,,
11346,4.08,4.99,82%,-0.92,-18%,0.84,0.92,-0.41,,,
8230,11.61,14.23,82%,-2.61,-18%,6.82,2.61,1.13,,,
2067,3.78,4.63,82%,-0.85,-18%,0.72,0.85,-0.47,,,
11845,7.37,9.04,82%,-1.66,-18%,2.76,1.66,0.26,,,
9835,4.93,6.05,82%,-1.11,-18%,1.24,1.11,-0.24,,,
2822,3.89,4.76,82%,-0.88,-18%,0.77,0.88,-0.45,,,
11573,5.62,6.90,81%,-1.28,-19%,1.63,1.28,-0.10,,,
797,4.66,5.72,81%,-1.06,-19%,1.13,1.06,-0.29,,,
12893,4.94,6.08,81%,-1.14,-19%,1.29,1.14,-0.23,,,
4925,7.88,9.69,81%,-1.82,-19%,3.30,1.82,0.37,,,
10011,9.85,12.12,81%,-2.27,-19%,5.16,2.27,0.78,,,
10414,7.05,8.67,81%,-1.63,-19%,2.64,1.63,0.20,,,
239,6.75,8.31,81%,-1.56,-19%,2.45,1.56,0.14,,,
10369,7.01,8.64,81%,-1.63,-19%,2.65,1.63,0.20,,,
1943,10.88,13.40,81%,-2.53,-19%,6.39,2.53,0.99,,,
448,6.82,8.41,81%,-1.59,-19%,2.52,1.59,0.16,,,
12998,16.15,19.91,81%,-3.76,-19%,14.14,3.76,2.08,,,
2457,4.34,5.36,81%,-1.02,-19%,1.04,1.02,-0.35,,,
6508,4.55,5.62,81%,-1.07,-19%,1.15,1.07,-0.31,,,
8630,4.09,5.06,81%,-0.97,-19%,0.93,0.97,-0.40,,,
2927,4.01,4.96,81%,-0.95,-19%,0.90,0.95,-0.42,,,
7296,8.45,10.45,81%,-2.00,-19%,3.99,2.00,0.50,,,
7434,5.85,7.23,81%,-1.38,-19%,1.91,1.38,-0.04,,,
2932,6.80,8.41,81%,-1.61,-19%,2.59,1.61,0.16,,,
9495,7.62,9.43,81%,-1.81,-19%,3.26,1.81,0.33,,,
6688,4.17,5.16,81%,-0.99,-19%,0.98,0.99,-0.39,,,
798,2.66,3.29,81%,-0.63,-19%,0.40,0.63,-0.70,,,
5677,2.44,3.02,81%,-0.58,-19%,0.34,0.58,-0.74,,,
11413,4.32,5.36,81%,-1.03,-19%,1.06,1.03,-0.35,,,
8982,3.77,4.67,81%,-0.90,-19%,0.81,0.90,-0.47,,,
1077,3.74,4.63,81%,-0.89,-19%,0.80,0.89,-0.47,,,
6763,3.79,4.70,81%,-0.91,-19%,0.82,0.91,-0.46,,,
5769,10.73,13.31,81%,-2.57,-19%,6.62,2.57,0.97,,,
12639,3.21,3.98,81%,-0.77,-19%,0.59,0.77,-0.58,,,
11682,2.97,3.68,81%,-0.71,-19%,0.51,0.71,-0.63,,,
8944,3.07,3.81,81%,-0.74,-19%,0.55,0.74,-0.61,,,
5679,8.19,10.19,80%,-1.99,-20%,3.97,1.99,0.45,,,
10155,14.07,17.51,80%,-3.44,-20%,11.83,3.44,1.68,,,
9370,11.06,13.77,80%,-2.71,-20%,7.35,2.71,1.05,,,
6823,8.21,10.22,80%,-2.01,-20%,4.05,2.01,0.46,,,
10710,5.82,7.26,80%,-1.44,-20%,2.07,1.44,-0.03,,,
7097,5.58,6.97,80%,-1.38,-20%,1.91,1.38,-0.08,,,
5245,62.18,77.67,80%,-15.49,-20%,240.06,15.49,11.71,,,
9841,6.94,8.67,80%,-1.73,-20%,3.01,1.73,0.20,,,
11182,7.91,9.89,80%,-1.98,-20%,3.94,1.98,0.40,,,
4475,4.15,5.19,80%,-1.04,-20%,1.09,1.04,-0.38,,,
13016,4.25,5.32,80%,-1.07,-20%,1.15,1.07,-0.36,,,
4950,3.43,4.30,80%,-0.87,-20%,0.76,0.87,-0.53,,,
1636,12.48,15.67,80%,-3.19,-20%,10.19,3.19,1.37,,,
4862,3.30,4.14,80%,-0.84,-20%,0.71,0.84,-0.56,,,
1939,6.04,7.59,80%,-1.55,-20%,2.41,1.55,0.02,,,
12304,2.59,3.25,80%,-0.67,-20%,0.44,0.67,-0.70,,,
12398,15.23,19.15,80%,-3.92,-20%,15.40,3.92,1.95,,,
11893,6.92,8.71,79%,-1.79,-21%,3.19,1.79,0.21,,,
2669,3.86,4.86,79%,-1.00,-21%,1.00,1.00,-0.44,,,
2013,9.79,12.32,79%,-2.53,-21%,6.42,2.53,0.81,,,
7111,4.70,5.91,79%,-1.22,-21%,1.48,1.22,-0.26,,,
805,4.54,5.72,79%,-1.18,-21%,1.38,1.18,-0.29,,,
12773,3.99,5.03,79%,-1.04,-21%,1.07,1.04,-0.41,,,
3400,2.09,2.63,79%,-0.54,-21%,0.30,0.54,-0.81,,,
11822,3.70,4.67,79%,-0.97,-21%,0.93,0.97,-0.47,,,
12175,12.79,16.13,79%,-3.34,-21%,11.14,3.34,1.45,,,
4786,4.61,5.82,79%,-1.20,-21%,1.45,1.20,-0.28,,,
7936,4.92,6.21,79%,-1.29,-21%,1.66,1.29,-0.21,,,
10703,8.23,10.38,79%,-2.15,-21%,4.63,2.15,0.49,,,
12114,4.04,5.09,79%,-1.06,-21%,1.12,1.06,-0.40,,,
3966,18.51,23.36,79%,-4.85,-21%,23.56,4.85,2.65,,,
6369,8.56,10.81,79%,-2.25,-21%,5.08,2.25,0.56,,,
12314,8.11,10.25,79%,-2.14,-21%,4.60,2.14,0.46,,,
11878,6.88,8.71,79%,-1.83,-21%,3.34,1.83,0.21,,,
12021,9.47,11.99,79%,-2.52,-21%,6.34,2.52,0.75,,,
1067,4.61,5.85,79%,-1.23,-21%,1.52,1.23,-0.27,,,
2362,30.16,38.24,79%,-8.08,-21%,65.27,8.08,5.14,,,
8715,6.34,8.05,79%,-1.71,-21%,2.92,1.71,0.10,,,
227,2.04,2.60,79%,-0.55,-21%,0.30,0.55,-0.81,,,
6524,7.27,9.23,79%,-1.96,-21%,3.86,1.96,0.29,,,
7187,5.95,7.56,79%,-1.61,-21%,2.59,1.61,0.01,,,
248,4.49,5.72,79%,-1.22,-21%,1.50,1.22,-0.29,,,
4249,12.83,16.33,79%,-3.49,-21%,12.21,3.49,1.48,,,
5627,4.88,6.21,79%,-1.33,-21%,1.77,1.33,-0.21,,,
3107,5.89,7.49,79%,-1.61,-21%,2.58,1.61,0.00,,,
11398,7.92,10.09,79%,-2.17,-21%,4.69,2.17,0.44,,,
6247,6.42,8.18,79%,-1.76,-21%,3.09,1.76,0.12,,,
4094,3.71,4.73,78%,-1.02,-22%,1.04,1.02,-0.46,,,
7947,4.35,5.55,78%,-1.20,-22%,1.45,1.20,-0.32,,,
12891,2.96,3.78,78%,-0.82,-22%,0.67,0.82,-0.62,,,
4606,3.32,4.24,78%,-0.92,-22%,0.85,0.92,-0.54,,,
6890,4.91,6.28,78%,-1.36,-22%,1.86,1.36,-0.20,,,
10370,4.47,5.72,78%,-1.25,-22%,1.56,1.25,-0.29,,,
8890,3.75,4.80,78%,-1.05,-22%,1.10,1.05,-0.45,,,
5729,4.90,6.28,78%,-1.37,-22%,1.89,1.37,-0.20,,,
4513,5.74,7.36,78%,-1.62,-22%,2.62,1.62,-0.02,,,
9947,5.74,7.36,78%,-1.62,-22%,2.62,1.62,-0.02,,,
7120,5.12,6.57,78%,-1.45,-22%,2.11,1.45,-0.15,,,
7164,2.58,3.32,78%,-0.74,-22%,0.54,0.74,-0.69,,,
6029,3.15,4.04,78%,-0.90,-22%,0.80,0.90,-0.57,,,
232,6.24,8.02,78%,-1.78,-22%,3.16,1.78,0.09,,,
9207,10.59,13.60,78%,-3.02,-22%,9.10,3.02,1.02,,,
7682,7.60,9.79,78%,-2.19,-22%,4.80,2.19,0.39,,,
5927,10.91,14.06,78%,-3.15,-22%,9.93,3.15,1.10,,,
2425,13.83,17.84,78%,-4.01,-22%,16.05,4.01,1.73,,,
1582,7.84,10.12,77%,-2.28,-23%,5.20,2.28,0.44,,,
287,12.28,15.87,77%,-3.59,-23%,12.89,3.59,1.40,,,
5458,8.57,11.07,77%,-2.51,-23%,6.28,2.51,0.60,,,
5954,4.24,5.49,77%,-1.24,-23%,1.55,1.24,-0.33,,,
11558,12.71,16.46,77%,-3.75,-23%,14.04,3.75,1.50,,,
1947,7.54,9.76,77%,-2.22,-23%,4.94,2.22,0.38,,,
12626,7.46,9.66,77%,-2.20,-23%,4.84,2.20,0.37,,,
7765,4.59,5.95,77%,-1.36,-23%,1.84,1.36,-0.25,,,
2398,4.74,6.14,77%,-1.41,-23%,1.98,1.41,-0.22,,,
5836,6.53,8.48,77%,-1.95,-23%,3.79,1.95,0.17,,,
6850,11.67,15.15,77%,-3.48,-23%,12.12,3.48,1.28,,,
725,4.05,5.26,77%,-1.21,-23%,1.47,1.21,-0.37,,,
3518,10.64,13.83,77%,-3.19,-23%,10.20,3.19,1.06,,,
8372,11.02,14.32,77%,-3.31,-23%,10.95,3.31,1.14,,,
12641,27.40,35.65,77%,-8.24,-23%,67.94,8.24,4.70,,,
2108,6.26,8.15,77%,-1.89,-23%,3.55,1.89,0.11,,,
828,13.40,17.45,77%,-4.05,-23%,16.39,4.05,1.66,,,
3283,2.62,3.42,77%,-0.79,-23%,0.63,0.79,-0.68,,,
5213,9.40,12.25,77%,-2.85,-23%,8.12,2.85,0.80,,,
6457,4.11,5.36,77%,-1.25,-23%,1.55,1.25,-0.35,,,
9504,22.63,29.50,77%,-6.88,-23%,47.31,6.88,3.68,,,
6217,5.44,7.10,77%,-1.66,-23%,2.74,1.66,-0.06,,,
944,3.20,4.17,77%,-0.97,-23%,0.95,0.97,-0.55,,,
10637,6.17,8.05,77%,-1.88,-23%,3.54,1.88,0.10,,,
12230,17.39,22.70,77%,-5.31,-23%,28.25,5.31,2.54,,,
5142,2.47,3.22,77%,-0.75,-23%,0.57,0.75,-0.71,,,
11909,7.21,9.43,77%,-2.22,-23%,4.91,2.22,0.33,,,
9376,6.02,7.89,76%,-1.86,-24%,3.47,1.86,0.07,,,
8834,4.28,5.62,76%,-1.33,-24%,1.78,1.33,-0.31,,,
782,2.63,3.45,76%,-0.82,-24%,0.67,0.82,-0.67,,,
6012,12.24,16.07,76%,-3.82,-24%,14.61,3.82,1.43,,,
7594,4.18,5.49,76%,-1.31,-24%,1.71,1.31,-0.33,,,
9313,3.85,5.06,76%,-1.21,-24%,1.45,1.21,-0.40,,,
3465,6.58,8.64,76%,-2.06,-24%,4.24,2.06,0.20,,,
10367,2.45,3.22,76%,-0.77,-24%,0.59,0.77,-0.71,,,
6361,6.80,8.94,76%,-2.14,-24%,4.57,2.14,0.24,,,
6182,9.62,12.65,76%,-3.03,-24%,9.18,3.03,0.86,,,
6585,14.61,19.22,76%,-4.61,-24%,21.25,4.61,1.96,,,
10747,6.02,7.92,76%,-1.90,-24%,3.61,1.90,0.07,,,
5785,5.03,6.64,76%,-1.60,-24%,2.57,1.60,-0.14,,,
7815,6.00,7.92,76%,-1.92,-24%,3.67,1.92,0.07,,,
12415,6.22,8.21,76%,-1.99,-24%,3.97,1.99,0.12,,,
2633,4.00,5.29,76%,-1.28,-24%,1.65,1.28,-0.36,,,
7738,4.30,5.68,76%,-1.38,-24%,1.91,1.38,-0.30,,,
1295,4.15,5.49,76%,-1.34,-24%,1.78,1.34,-0.33,,,
7509,3.40,4.50,76%,-1.10,-24%,1.21,1.10,-0.50,,,
11255,5.25,6.97,75%,-1.71,-25%,2.93,1.71,-0.08,,,
6256,3.19,4.24,75%,-1.05,-25%,1.09,1.05,-0.54,,,
4396,7.42,9.86,75%,-2.44,-25%,5.95,2.44,0.40,,,
8359,7.79,10.35,75%,-2.56,-25%,6.56,2.56,0.48,,,
6545,7.26,9.66,75%,-2.40,-25%,5.76,2.40,0.37,,,
3501,25.10,33.41,75%,-8.32,-25%,69.18,8.32,4.33,,,
1478,5.77,7.69,75%,-1.92,-25%,3.67,1.92,0.04,,,
8891,6.93,9.23,75%,-2.30,-25%,5.30,2.30,0.29,,,
3998,4.22,5.62,75%,-1.40,-25%,1.97,1.40,-0.31,,,
9633,4.44,5.91,75%,-1.48,-25%,2.18,1.48,-0.26,,,
6410,25.77,34.40,75%,-8.63,-25%,74.42,8.63,4.49,,,
12836,7.28,9.73,75%,-2.44,-25%,5.98,2.44,0.38,,,
10843,6.84,9.17,75%,-2.32,-25%,5.39,2.32,0.28,,,
3511,5.40,7.23,75%,-1.83,-25%,3.36,1.83,-0.04,,,
2099,2.92,3.91,75%,-0.99,-25%,0.99,0.99,-0.59,,,
6741,8.21,11.01,75%,-2.80,-25%,7.82,2.80,0.59,,,
2845,16.93,22.77,74%,-5.83,-26%,34.04,5.83,2.55,,,
8914,11.73,15.77,74%,-4.04,-26%,16.36,4.04,1.39,,,
3433,12.42,16.72,74%,-4.31,-26%,18.54,4.31,1.54,,,
11561,4.53,6.11,74%,-1.58,-26%,2.49,1.58,-0.23,,,
5999,5.92,7.98,74%,-2.07,-26%,4.27,2.07,0.09,,,
6305,4.29,5.78,74%,-1.50,-26%,2.24,1.50,-0.28,,,
7585,9.03,12.19,74%,-3.16,-26%,9.96,3.16,0.79,,,
7555,7.13,9.63,74%,-2.49,-26%,6.22,2.49,0.36,,,
6231,7.01,9.46,74%,-2.46,-26%,6.03,2.46,0.33,,,
4558,56.81,76.78,74%,-19.97,-26%,398.93,19.97,11.57,,,
5407,6.61,8.94,74%,-2.33,-26%,5.42,2.33,0.24,,,
5205,5.39,7.29,74%,-1.91,-26%,3.63,1.91,-0.03,,,
1163,6.28,8.51,74%,-2.23,-26%,4.97,2.23,0.17,,,
5128,13.42,18.23,74%,-4.82,-26%,23.21,4.82,1.80,,,
5459,10.36,14.09,73%,-3.74,-27%,13.97,3.74,1.11,,,
12975,6.11,8.31,73%,-2.21,-27%,4.86,2.21,0.14,,,
7305,14.59,19.88,73%,-5.29,-27%,27.96,5.29,2.07,,,
7660,3.59,4.90,73%,-1.30,-27%,1.70,1.30,-0.43,,,
7767,4.80,6.54,73%,-1.74,-27%,3.03,1.74,-0.16,,,
2373,5.25,7.16,73%,-1.91,-27%,3.64,1.91,-0.05,,,
6035,15.89,21.68,73%,-5.79,-27%,33.58,5.79,2.37,,,
10169,4.45,6.08,73%,-1.63,-27%,2.66,1.63,-0.23,,,
582,22.63,30.95,73%,-8.32,-27%,69.22,8.32,3.92,,,
